cityId,cultureScore,goldTotal,productionTotal,goldScore,scienceTotal,cityScore,cultureTotal,productionScore,foodScore,cityTotal,foodTotal,scienceScore
23,1,687.8000000000006,486.10000000000025,1,237.01999999999995,1,172.15,0,0,37,454.0,1
24,0,731.2000000000004,576.6000000000003,1,189.44,1,159.33000000000007,1,0,31,270.0,0
25,1,687.0500000000003,429.60000000000014,1,193.26000000000002,1,214.68000000000004,0,0,36,474.0,0
26,1,309.6999999999999,449.34999999999997,0,188.95999999999992,0,170.96999999999994,0,0,30,457.0,0
27,0,307.0,376.94999999999993,0,214.5499999999999,0,114.11999999999999,0,1,28,599.0,1
28,0,298.75,506.65,0,206.15999999999988,0,112.86999999999992,1,1,29,621.0,1
29,1,556.25,532.5,1,195.93000000000018,1,178.3000000000001,1,0,37,461.0,0
30,0,259.25,145.75,0,164.97,0,144.92000000000002,0,0,11,355.0,0
31,0,257.25,229.50000000000006,0,164.21000000000004,0,159.58,0,0,15,329.0,0
32,0,413.29999999999995,76.94999999999999,1,201.07,0,110.48,0,1,24,586.0,0
33,0,271.59999999999997,153.89999999999998,0,174.89999999999998,0,154.44,0,0,18,418.0,0
